,cnLibCat,ecoCat
25096,V443.5,"[公共软件服务, 测绘服务]"
25097,"[V244.21, V279]",航空航天器制造
25098,V476.2,航空航天器制造
25099,V233.1,航空航天器制造
25100,V271.3,航空航天器制造
25101,V245,通用仪器仪表制造
25102,"[V241.6, V241.06, TP206]",通用仪器仪表制造
25103,V214,工程和技术研究与试验发展
25104,"[V279.2, V243.5]",应用技术
25105,V556.5,光学仪器及眼镜制造
25106,"[V233.756, V233.327]",航空航天器制造
25107,"[TP212, V441]",通用仪器仪表制造
25108,"[U415.528, V351.11]",航空运输辅助活动
25109,V37,工程和技术研究与试验发展
25110,"[TH117.2, TB43, V261.934]",金属表面处理及热处理加工
25111,V448.2,应用技术
25112,"[V442.2, TN86, TN806]",输配电及控制设备制造
25113,V271,航空航天器制造
25114,V353,"[航空运输辅助活动, 起重运输设备制造]"
25115,"[V211.74, V211.73]","[通用仪器仪表制造, 工程和技术研究与试验发展]"
25116,V275.1,应用技术
25117,V351.34,汽车制造
25118,"[V267.4, V235.1]",航空航天器制造
25119,V351.392,应用技术
25120,V227.7,航空航天器制造
25121,"[TH113.1, V214.33, TP311.5]","[工程和技术研究与试验发展, 公共软件服务]"
25122,V448.25,应用技术
25123,V474,通用仪器仪表制造
25124,"[V351.1, TU323.304, TU330.4]",工程技术与规划管理
25125,"[TU528.3, V351]",应用技术
25126,V414,应用技术
25127,"[TP212, V441]",应用技术
25128,"[TF125.22, V252.24, V259.1]",金属铸、锻加工
25129,"[TH113.1, V214.33, TP311.5]","[工程和技术研究与试验发展, 公共软件服务]"
25130,V227.7,航空航天器制造
25131,V351.392,应用技术
25132,V25,航空航天器制造
25133,"[TP212, V441]",通用仪器仪表制造
25134,"[V267.4, V235.1]",航空航天器制造
25135,"[TN820.85, V474.211]",广播电视设备制造
25136,V223.2,航空航天器制造
25137,"[V556.7, TG806]",通用仪器仪表制造
25138,"[V279.1, V249.122, TP273]",航空航天器制造
25139,"[V233.6, V267]",通用仪器仪表制造
25140,V423.4,应用技术
25141,"[V267.42, TQ320.67]",化工、木材、非金属加工专用设备制造
25142,"[V448.15, TP277]","[公共软件服务, 航空航天器制造]"
25143,V423.4,应用技术
25144,"[V233.6, V267]",通用仪器仪表制造
25145,"[V556.7, TG806]",通用仪器仪表制造
25146,V263.6,航空航天器制造
25147,"[V267.42, TQ320.67]",化工、木材、非金属加工专用设备制造
25148,"[V257.2, V414.9]",合成材料制造
25149,V474.22,应用技术
25150,"[TP212, V441]",通用仪器仪表制造
25151,V423.4,应用技术
25152,V233.32,航空航天器制造
25153,"[V279, V443.5]",测绘服务
25154,V328,软科学
25155,"[X924.2, V351.392]",环保、社会公共安全及其他专用设备制造
25156,V448.25,应用技术
25157,"[V262, V260.5]",航空航天器制造
25158,V233.1,航空航天器制造
25159,V271.3,航空航天器制造
25160,V474,通用仪器仪表制造
25161,"[V351.1, TU323.304, TU330.4]",工程技术与规划管理
25162,V211.74,土木工程建筑
25163,"[V252, V263.1]","[有色金属合金制造, 航空航天器制造]"
25164,"[TQ051.99, TQ051.79, V260.6]",化工、木材、非金属加工专用设备制造
25165,V222,航空航天器制造
25166,"[V252, TG135.2]",有色金属合金制造
25167,"[V355.1, TP274]",环保、社会公共安全及其他专用设备制造
25168,"[V267.41, V263.4]",航空航天器制造
25169,"[V243.1, TP273.5]",通用仪器仪表制造
25170,V274,航空航天器制造
25171,"[V442.2, TM914.43]",电池制造
25172,V232,应用技术
25173,V423.4,应用技术
25174,"[V227.82, TP274]","[公共软件服务, 航空航天器制造]"
25175,"[TP212, V441]",通用仪器仪表制造
25176,V448.22,应用技术
25177,V37,工程和技术研究与试验发展
25178,V216.8,应用技术
25179,V353,"[航空运输辅助活动, 起重运输设备制造]"
25180,"[TH117.2, TB43, V261.934]",金属表面处理及热处理加工
25181,V271.39,航空航天器制造
25182,"[V355.1, TP274]",环保、社会公共安全及其他专用设备制造
25183,"[V252.2, TG146.21]",有色金属合金制造
25184,"[V267.41, V263.4]",航空航天器制造
25185,"[V217.8, V217.21]",通用仪器仪表制造
25186,"[TH133.3, V233.12]",轴承、齿轮、传动和驱动部件的制造
25187,"[V216.8, TM921.541]",通用仪器仪表制造
25188,V423,航空航天器制造
25189,"[V216.7, V211.8]","[公共软件服务, 通用仪器仪表制造]"
25190,V221,航空航天器制造
25191,"[V448.253, V448.12, TJ765.43]",电子和电工机械专用设备制造
25192,"[TH122.2, V221]",工程和技术研究与试验发展
25193,V227.5,应用技术
25194,V267.2,航空航天器制造
25195,V242.44,应用技术
25196,"[TP391.41, V354]",航空运输辅助活动
25197,"[V25, TM215, TM246.9]",电线、电缆、光缆及电工器材制造
25198,"[TF123.74, TQ038.1, V512.3]",专用化学产品制造
25199,"[TG305, V261.31, V260.2]","[公共软件服务, 化工、木材、非金属加工专用设备制造]"
25200,V255,航空航天器制造
25201,"[TN015, V248.9]",专用仪器仪表制造
25202,"[V355.12, TN959.24, V247.5]","[航空运输辅助活动, 公共软件服务]"
25203,"[P228.4, V249.328]","[公共软件服务, 专用仪器仪表制造]"
25204,"[V351.3, TP391.9]","[公共软件服务, 航空运输辅助活动]"
25205,"[TP391.9, V211.8, V411.8]",公共软件服务
25206,"[TB34, V259.2]",航空航天器制造
25207,V261.8,金属加工机械制造
25208,V328,应用技术
25209,V241.06,"[通用仪器仪表制造, 专用仪器仪表制造]"
25210,V279.2,"[电子计算机制造, 航空航天器制造]"
25211,"[V258.3, V261.97, V229.7]",航空航天器制造
25212,V262.3,航空航天器制造
25213,"[V241.04, TG356.5, V261.33]",有色金属压延加工
25214,"[V553.2, TP319, TP391.9]",公共软件服务
25215,V43,航空航天器制造
25216,"[V216.8, TM921.541]",通用仪器仪表制造
25217,"[V217.8, V217.21]",通用仪器仪表制造
25218,V254.2,航空航天器制造
25219,"[V242.2, TM912.1]",电池制造
25220,"[V261.28, TG355.9, V260.5]",金属加工机械制造
25221,V355.2,应用技术
25222,V261.8,应用技术
25223,V249.122.2,"[航空航天器制造, 专用仪器仪表制造]"
25224,"[V258.3, V261.97, V229.7]",航空航天器制造
25225,"[V241.04, TG356.5, V261.33]",有色金属压延加工
25226,V415.521,矿山、冶金、建筑专用设备制造
25227,V232.2,航空航天器制造
25228,"[V351.3, TP391.9]","[公共软件服务, 航空运输辅助活动]"
25229,"[P228.4, V249.328]","[公共软件服务, 专用仪器仪表制造]"
25230,V257,合成材料制造
25231,"[TP391.9, V211.8, V411.8]",公共软件服务
25232,V241.06,"[通用仪器仪表制造, 专用仪器仪表制造]"
25233,"[TN965.8, V448]","[工程和技术研究与试验发展, 公共软件服务]"
25234,"[V216.8, V211.8]","[通用仪器仪表制造, 公共软件服务]"
25235,"[TB34, V259.2]",航空航天器制造
25236,V262.3,航空航天器制造
25237,V255.2,航空航天器制造
25238,V416.52,应用技术
25239,V241.558,电子和电工机械专用设备制造
25240,"[V355.12, TN959.24, V247.5]","[航空运输辅助活动, 公共软件服务]"
25241,V525,应用技术
25242,V279.2,"[电子计算机制造, 航空航天器制造]"
25243,"[V42, P48]","[气象服务, 航空航天器制造]"
25244,"[TM914.43, V442.2, V423.44]",航空航天器制造
25245,V235.1,应用技术
25246,"[TU755, V351.1]",房屋工程建筑
25247,"[TM28, TN752.5, V443.1]",电子器件制造
25248,"[V263.47, V233.2]",通用仪器仪表制造
25249,"[V228.71, TP319, TJ760.2]",航空航天器制造
25250,"[TP79, V243.5]",通信设备制造
25251,"[V241.06, V448.253]","[航空航天器制造, 通用仪器仪表制造]"
25252,"[TP278, V464.1334.4]",环保、社会公共安全及其他专用设备制造
25253,"[TU551.33, V259.2, TB383]",砖瓦、石材及其他建筑材料制造
25254,"[V235.1, V257.4]",航空航天器制造
25255,"[V235, TP391.72, TP319]",航空航天器制造
25256,V474.2,应用技术
25257,"[TQ172.6, V254]",水泥、石灰和石膏的制造
25258,V249.328,电子和电工机械专用设备制造
25259,V351.32,应用技术
25260,"[TU75, V351]",房屋工程建筑
25261,V257.1,"[合成材料制造, 航空航天器制造]"
25262,V252,应用技术
25263,V261.8,金属加工机械制造
25264,V328,应用技术
25265,V255.2,应用技术
25266,"[V242.2, TM912.1]",电池制造
25267,V525,应用技术
25268,V254.2,航空航天器制造
25269,V355.2,应用技术
25270,"[V443.5, TP79]",测绘服务
25271,V252.23,"[有色金属合金制造, 航空航天器制造]"
25272,V43,航空航天器制造
25273,"[V317, TE626.4]",通用仪器仪表制造
25274,"[V353, TP319]","[公共软件服务, 航空客货运输]"
25275,"[V261.28, TG355.9, V260.5]",金属加工机械制造
25276,"[V435.21, TP277]",航空航天器制造
25277,"[V476.54, V512]","[工程和技术研究与试验发展, 航空航天器制造]"
25278,"[V249, V448.2]",航空航天器制造
25279,"[V556.2, TJ013.2, P228.4]",通信设备制造
25280,"[V447.3, V271.32, V443]","[公共软件服务, 测绘服务]"
25281,V252.2,航空航天器制造
25282,V351.11,航空运输辅助活动
25283,"[TP311.5, V243.5, V248.9]",公共软件服务
25284,"[V261.61, V232.3, V260.2]",航空航天器制造
25285,"[V232.4, V261.934]",航空航天器制造
25286,V255.5,航空航天器制造
25287,"[TP319, V417.4]",公共软件服务
25288,"[TN966, V249.322]","[公共软件服务, 工程和技术研究与试验发展]"
25289,"[V355.1, TP393]",航空运输辅助活动
25290,"[V465.11, F426.471, F426.31]",社会人文科学研究与试验发展
25291,V257.1,"[合成材料制造, 航空航天器制造]"
25292,"[V221.3, V221.92, TP319]","[公共软件服务, 航空航天器制造]"
25293,"[V261.97, TN820.81, V257]",合成材料制造
25294,"[V261.93, V267.45]",金属表面处理及热处理加工
25295,"[V446, V476.2]",电子计算机制造
25296,V250.2,工程和技术研究与试验发展
25297,V244,应用技术
25298,V423.44,航空航天器制造
25299,"[TV632.63, TV5-34, V6-34]","[水上运输辅助活动, 工程和技术研究与试验发展]"
25300,"[TG315.4, V255]",印刷、制药、日化生产专用设备制造
25301,V261,应用技术
25302,V224.4,航空航天器制造
25303,V267.2,航空航天器制造
25304,"[TP274.5, V-34]",通用仪器仪表制造
25305,V255.1,应用技术
25306,V227.5,应用技术
25307,V263.2,"[公共软件服务, 航空航天器制造]"
25308,"[V476.54, V512]","[工程和技术研究与试验发展, 航空航天器制造]"
25309,V525,应用技术
25310,"[V556.2, TJ013.2, P228.4]",通信设备制造
25311,"[TP319, V262.43, V260.7]",公共软件服务
25312,V252,应用技术
25313,"[V19, S881.2]",农业科学研究与试验发展
25314,V355.1,应用技术
25315,"[V351.17, V354, TP393]","[公共软件服务, 航空运输辅助活动]"
25316,"[TP242.2, TP212.14, V241.558]",环保、社会公共安全及其他专用设备制造
25317,V434.25,应用技术
25318,"[TP391.9, V553.24]","[通用仪器仪表制造, 公共软件服务]"
25319,"[V553.11, V25]",航空航天器制造
25320,"[TG659, V435.23]",金属加工机械制造
25321,"[TG661, TG659, V261.61]",金属加工机械制造
25322,"[TH136, V464]",汽车制造
25323,"[V351.17, V354, TP393]","[公共软件服务, 航空运输辅助活动]"
25324,V434.25,应用技术
25325,V254.2,航空航天器制造
25326,"[TP319, V262.43, V260.7]",公共软件服务
25327,V277,航空航天器制造
25328,"[TQ426.6, V512]",专用化学产品制造
25329,"[V553.2, TP319, TP391.9]",公共软件服务
25330,"[V249.328, P228.4]","[公共软件服务, 专用仪器仪表制造]"
25331,"[V553.11, V25]",航空航天器制造
25332,"[TG659, V435.23]",金属加工机械制造
25333,"[TG661, TG659, V261.61]",金属加工机械制造
25334,V355.1,应用技术
25335,"[TG659, V462.2]",金属加工机械制造
25336,V243.5,专用仪器仪表制造
25337,V32,航空运输辅助活动
25338,"[V19, S881.2]",农业科学研究与试验发展
25339,"[V351.17, TP23]","[航空运输辅助活动, 公共软件服务]"
25340,"[V257, V254.2]","[合成材料制造, 玻璃及玻璃制品制造]"
25341,V351.34,航空运输辅助活动
25342,"[V351.1, TU831.3]",建筑安装业
25343,"[V214.35, V261.97]",工程和技术研究与试验发展
25344,"[V223.1, V221.92, V260.6]","[航空航天器制造, 化工、木材、非金属加工专用设备制造]"
25345,V257.13,航空航天器制造
25346,"[V261.97, V257.13]","[电子和电工机械专用设备制造, 航空航天器制造]"
25347,"[V351, TP391.4]","[航空运输辅助活动, 公共软件服务]"
25348,V448.222,应用技术
25349,"[TQ172.79, V351.11]",水泥、石灰和石膏的制造
25350,"[V476.21, V261.34]","[金属加工机械制造, 航空航天器制造]"
25351,V351.34,航空运输辅助活动
25352,V252.22,有色金属压延加工
25353,"[TN927.21, V556]",应用技术
25354,"[V241.5, V241.05]",通用仪器仪表制造
25355,V235.11,航空航天器制造
25356,V234,航空航天器制造
25357,"[O354.5, V211.751]",工程和技术研究与试验发展
25358,"[V263.42, TP391.76]",数据处理
25359,"[TB39, V259]",石墨及其他非金属矿物制品制造
25360,"[TB661, V447.1]","[工程和技术研究与试验发展, 专用仪器仪表制造]"
25361,V267.31,航空航天器制造
25362,"[V212.11, V411.4]",工程和技术研究与试验发展
25363,V214.8,工程和技术研究与试验发展
25364,V419.65,应用技术
25365,"[V263.1, V235.13]",航空航天器制造
25366,"[P228.4, V474.25]","[通信设备制造, 公共软件服务]"
25367,V252.2,基础理论
25368,V215,"[工程和技术研究与试验发展, 航空航天器制造]"
25369,"[V257, V254.2]","[合成材料制造, 玻璃及玻璃制品制造]"
25370,"[V351.17, TP23]","[航空运输辅助活动, 公共软件服务]"
25371,"[V446, TP338]",电子计算机制造
25372,"[V250.3, TH838.2]",通用仪器仪表制造
25373,"[V226.8, V267.42]",航空航天器制造
25374,"[V211.4, V224]",航空航天器制造
25375,"[V462, TJ760.5]",应用技术
25376,V556,航空航天器制造
25377,"[V241.4, TP212.1]",通用仪器仪表制造
25378,"[V431, V252.24]",有色金属压延加工
25379,V263.6,"[公共软件服务, 出租车客运]"
25380,"[TB302, V250.2]",通用仪器仪表制造
25381,V476.2,应用技术
25382,V279,应用技术
25383,V252.22,有色金属压延加工
25384,V235.11,航空航天器制造
25385,"[V351, TP391.4]","[航空运输辅助活动, 公共软件服务]"
25386,"[TN927.21, V556]",应用技术
25387,V448.222,应用技术
25388,V44,应用技术
25389,"[V476.21, V261.34]","[金属加工机械制造, 航空航天器制造]"
25390,V259.2,应用技术
25391,"[V423.6, V447.1]",航空航天器制造
25392,V476.4,"[专用仪器仪表制造, 环境监测]"
25393,"[V255.5, TQ633]",涂料、油墨、颜料及类似产品制造
25394,V447,专用仪器仪表制造
25395,"[V512.3, TH626.8]",航空航天器制造
25396,"[V261.34, V476.2]",航空航天器制造
25397,V474,应用技术
25398,V419.65,应用技术
25399,V267.31,航空航天器制造
25400,"[V212.11, V411.4]",工程和技术研究与试验发展
25401,"[TB661, V447.1]","[工程和技术研究与试验发展, 专用仪器仪表制造]"
25402,V351.11,土木工程建筑
25403,V235,应用技术
25404,"[TQ649, V267.31]",航空航天器制造
25405,"[V250.2, TP274, TH87]",通用仪器仪表制造
25406,"[V351.1, TU831.3]",航空运输辅助活动
25407,"[TG547, V261.23]",金属加工机械制造
25408,V27,应用技术
25409,V44,应用技术
25410,"[V355.1, V-39, TP393]","[公共软件服务, 航空运输辅助活动]"
25411,V261.2,电子和电工机械专用设备制造
25412,"[V351.11, TP216.2]",通用仪器仪表制造
25413,"[V448.2, V474]",应用技术
25414,"[V228.7, V279]",航空航天器制造
25415,"[TP315, V474.26]",应用技术
25416,V445.3,应用技术
25417,V233.2,"[航空航天器制造, 锅炉及原动机制造]"
25418,"[O354.4, V231.3]",航空航天器制造
25419,V257.13,航空航天器制造
25420,V233.7,航空航天器制造
25421,"[V211.752, U467.13]",工程和技术研究与试验发展
25422,"[V351.32, TM923.57]",应用技术
25423,V419.65,工程和技术研究与试验发展
25424,"[V447.3, V448.2]",应用技术
25425,V279.1,航空航天器制造
25426,"[V412.1, V448.11]",工程和技术研究与试验发展
25427,"[V242.6, TS956.4]",应用技术
25428,"[S441, V351.392, V243]",农业服务业
25429,V275.1,航空航天器制造
25430,V241.506,航空航天器制造
25431,V227.7,航空航天器制造
25432,"[TQ437.9, V255.4]",专用化学产品制造
25433,V556,应用技术
25434,"[TP14, V557]",工程和技术研究与试验发展
25435,"[TP15, V416.6, TP273]","[数据处理, 航空航天器制造]"
25436,V263.6,航空航天器制造
25437,"[V474.24, TN622]",应用技术
25438,"[V448.22, TP212]","[航空航天器制造, 电子器件制造]"
25439,V11,"[工程和技术研究与试验发展, 航空航天器制造]"
25440,"[V211.48, V211.74]",航空航天器制造
25441,"[V448.222, V474]",应用技术
25442,"[TQ323.7, V255.1]",合成材料制造
25443,V416.8,电子和电工机械专用设备制造
25444,V275.1,应用技术
25445,V223.7,航空航天器制造
25446,"[V255, TQ326.5]","[航空航天器制造, 合成材料制造]"
25447,V227.5,航空航天器制造
25448,"[V259, TB332]","[航空航天器制造, 合成材料制造]"
25449,"[V261, TP273]",航空航天器制造
25450,"[P228, V474.211]",应用技术
25451,V249.121,电子和电工机械专用设备制造
25452,"[TP79, V243.5, V271.32]",测绘服务
25453,"[V241.622, TP216.1]",专用仪器仪表制造
25454,"[O415.5, V448.22]","[自然科学研究与试验发展, 航空航天器制造]"
25455,V419.6,应用技术
25456,"[V261.34, TG453.9]",航空航天器制造
25457,V351.392,航空航天器制造
25458,"[TG136.1, V235.113]",风机、衡器、包装设备等通用设备制造
25459,"[TQ343.9, V258.3]",专用化学产品制造
25460,"[V233.755, V241.715, TP216.4]",专用仪器仪表制造
25461,"[TP212, V446.3]",专用仪器仪表制造
25462,"[TP15, V416.6, TP273]","[数据处理, 航空航天器制造]"
25463,V263.6,航空航天器制造
25464,V241.506,航空航天器制造
25465,"[V448.222, V474]",应用技术
25466,"[TN36, V243.5]",专用仪器仪表制造
25467,V214.1,工程和技术研究与试验发展
25468,V556,应用技术
25469,V275.1,航空航天器制造
25470,"[V419.65, Q813.2]",医学研究与试验发展
25471,V351.392,航空航天器制造
25472,"[V271.1, V223.2]",船舶及浮动装置制造
25473,"[TP242, TP273, V-39]",工程和技术研究与试验发展
25474,"[V226.8, TQ336.1]",轮胎制造
25475,"[TP274.2, TU196.1, V241]",通用仪器仪表制造
25476,"[V211.48, V211.74]",航空航天器制造
25477,V447.3,专用仪器仪表制造
25478,V223.7,航空航天器制造
25479,V227.5,航空航天器制造
25480,"[V255, TQ326.5]","[航空航天器制造, 合成材料制造]"
25481,V275.1,应用技术
25482,V435,航空航天器制造
25483,V351.392,航空航天器制造
25484,"[V271.1, V223.2]",船舶及浮动装置制造
25485,V447.3,专用仪器仪表制造
25486,"[TQ336.42, V224.4]",航空航天器制造
25487,V328,应用技术
25488,V232.8,航空航天器制造
25489,"[V447.6, V419.65]",工程和技术研究与试验发展
25490,"[V448.222, TP212]","[航空航天器制造, 电子器件制造]"
25491,V351.37,"[航空运输辅助活动, 公共软件服务]"
25492,V474.261,"[公共软件服务, 测绘服务]"
25493,"[TM752, V274]",土木工程建筑
25494,V351.32,航空航天器制造
25495,V271.7,航空航天器制造
25496,"[V271.5, U674.944]",航空航天器制造
25497,"[TN215, V556.1]",电子器件制造
25498,"[V328.2, V351.3]",专用仪器仪表制造
25499,"[TP212, V241.59]",电子器件制造
25500,"[V226.8, TQ336.1]",轮胎制造
25501,V211.73,"[航空航天器制造, 工程和技术研究与试验发展]"
25502,"[TP273, V241]",通用仪器仪表制造
25503,V512,"[公共软件服务, 航空航天器制造]"
25504,"[V273, V217.39]",航空航天器制造
25505,V260.5,金属加工机械制造
25506,"[V232.8, V215.55]",应用技术
25507,V231.9,航空航天器制造
25508,"[TH45, V351.3]",航空运输辅助活动
25509,V35,航空运输业
25510,"[V351.1, U418.67]",土木工程建筑
25511,V448.2,应用技术
25512,"[V173.5, TP274.2]",专用仪器仪表制造
25513,"[V214.6, TQ327.107.2]",玻璃及玻璃制品制造
25514,"[TP212, V241.7]",专用仪器仪表制造
25515,V419.65,工程和技术研究与试验发展
25516,"[V263.42, TP273]",通用仪器仪表制造
25517,"[V416.6, TP319]","[专用仪器仪表制造, 航空航天器制造]"
25518,"[TP212, V448.222]",电子器件制造
25519,V261.35,电子和电工机械专用设备制造
25520,"[U469.62, V351.35]","[起重运输设备制造, 航空运输辅助活动]"
25521,V321.21,航空运输辅助活动
25522,"[TP212, V211.752]","[电子器件制造, 其他仪器仪表的制造及修理]"
25523,"[V351.1, U418.67]",土木工程建筑
25524,"[V214.6, TQ327.107.2]",玻璃及玻璃制品制造
25525,V263.6,应用技术
25526,"[TP302.8, V446]",应用技术
25527,"[TP242.2, V461.34]",金属加工机械制造
25528,"[V241.533, TH824.3]",专用仪器仪表制造
25529,"[V250.2, TH873.7]",其他仪器仪表的制造及修理
25530,"[V444.36, V443.5]",航空航天器制造
25531,V232,航空航天器制造
25532,"[V474.291, TP274.2]",应用技术
25533,V476.1,航空航天器制造
25534,"[TQ637.6, V255.5]",涂料、油墨、颜料及类似产品制造
25535,V273,航空航天器制造
25536,"[V226.6, V267.46]",航空航天器制造
25537,"[TQ436, TU578, V255.4]",专用化学产品制造
25538,V271.7,航空航天器制造
25539,"[V351.3, U469.6]","[航空运输辅助活动, 汽车制造]"
25540,V556,航空航天器制造
25541,"[V435.6, V463.6]",航空航天器制造
25542,V257.2,航空航天器制造
25543,V221,航空航天器制造
25544,V351.392,航空航天器制造
25545,V271.9,航空航天器制造
25546,"[V241.533, TH824.3]",专用仪器仪表制造
25547,V351,航空运输辅助活动
25548,"[V241.06, TP277]",互联网信息服务
25549,V55,航空航天器制造
25550,"[V435.6, V463.6]",航空航天器制造
25551,V556,航空航天器制造
25552,"[V217.21, V556]",专用仪器仪表制造
25553,V241.45,电子和电工机械专用设备制造
25554,"[V351.3, U469.6]","[航空运输辅助活动, 汽车制造]"
25555,V271.7,航空航天器制造
25556,"[V21, TH113]",航空航天器制造
25557,V233.613,航空航天器制造
25558,V556.1,航空航天器制造
25559,"[TN967.1, V474]",通信设备制造
25560,V263.6,应用技术
25561,"[V354, TP273]","[航空运输辅助活动, 数据处理]"
25562,"[TQ336.1, V271.41]",航空航天器制造
25563,V351.32,航空运输辅助活动
25564,"[V474.292, X87]",应用技术
25565,"[V261.23, TG54]",航空航天器制造
25566,"[V351.37, TP27]","[航空运输辅助活动, 公共软件服务]"
25567,V271.39,航空航天器制造
25568,"[V214.4, V214.1]",工程和技术研究与试验发展
25569,"[U416.216.2, V351.11]",土木工程建筑
25570,V267.46,航空航天器制造
25571,"[TQ637-65, V254.2-65]",涂料、油墨、颜料及类似产品制造
25572,"[TM564.8, V242.2]",输配电及控制设备制造
25573,"[V474, V442]",应用技术
25574,"[V2661.933, V263.1]",航空航天器制造
25575,V221,航空航天器制造
25576,V257.2,航空航天器制造
25577,V351,航空运输辅助活动
25578,V257.2,应用技术
25579,V271.9,航空航天器制造
25580,V351.392,航空航天器制造
25581,V241.05,应用技术
25582,"[TM564.8, V242.2]",输配电及控制设备制造
25583,"[V247, TP271.4]",应用技术
25584,V243,电子和电工机械专用设备制造
25585,V211.3,应用技术
25586,V273,航空航天器制造
25587,"[V444.36, V443.5]",航空航天器制造
25588,V351.32,航空运输辅助活动
25589,"[V250.2, TH873.7]",其他仪器仪表的制造及修理
25590,V241.503,航空航天器制造
25591,"[V226.6, V267.46]",航空航天器制造
25592,"[TQ637.6, V255.5]",涂料、油墨、颜料及类似产品制造
25593,"[TQ436, TU578, V255.4]",专用化学产品制造
25594,V271.7,航空航天器制造
25595,V232,航空航天器制造
25596,V231.2,航空航天器制造
25597,"[V474.26, P353.1]",应用技术
25598,"[V35, TP277, TP273]","[航空运输辅助活动, 公共软件服务]"
25599,"[TM912.9, V482.3]",电池制造
25600,V279,航空航天器制造
25601,V351.37,通信设备制造
25602,V476.1,航空航天器制造
25603,"[V67.31, TS195.6]",纺织制成品制造
25604,"[TG146.45, TG146.22, V252]",有色金属合金制造
25605,V271.3,航空航天器制造
25606,"[V252.5, TB39]",航空航天器制造
25607,"[TN919.5, TP315, V328]","[公共软件服务, 航空运输辅助活动]"
25608,V273,应用技术
25609,V261,航空航天器制造
25610,"[TM914.43, V242.2]",应用技术
25611,"[V351.392, U469.6]",航空运输辅助活动
25612,V223.7,航空运输辅助活动
25613,"[TP391.41, V557.4]",公共软件服务
25614,"[V265.1, TN383]",航空航天器制造
25615,V263.14,光学仪器及眼镜制造
25616,"[V242.421, TP274]","[通用仪器仪表制造, 航空航天器制造]"
25617,"[V263.14, TP274.5, TN249]",通用仪器仪表制造
25618,V215.51,应用技术
25619,"[TQ336.1, V271.41]",航空航天器制造
25620,"[V258.5, TB332]","[航空航天器制造, 合成材料制造]"
25621,"[V261.32, V4-3, V264.1]",航空航天器制造
25622,V261.93,航空航天器制造
25623,"[V351.392, U469.691]",汽车制造
25624,"[V263.14, TP274.5, TN249]",通用仪器仪表制造
25625,"[TN919.5, TP315, V328]","[公共软件服务, 航空运输辅助活动]"
25626,"[V265.1, TN383]",航空航天器制造
25627,V271.3,航空航天器制造
25628,V273,应用技术
25629,"[V261.32, V4-3, V264.1]",航空航天器制造
25630,"[V252.5, TB39]",航空航天器制造
25631,"[V351.392, U469.6]",航空运输辅助活动
25632,"[V51, X74]",应用技术
25633,"[V226.6, V267.46]",应用技术
25634,V216.21,工程和技术研究与试验发展
25635,V228,航空航天器制造
25636,V279.3,航空航天器制造
25637,"[TG135.2, TH131.9, V261.97]",有色金属合金制造
25638,V243,电子和电工机械专用设备制造
25639,V252,应用技术
25640,"[V267.4, V226.6]",航空航天器制造
25641,"[U416.3:U416.05, V351.11]",土木工程建筑
25642,"[TH166, V260.2]","[航空航天器制造, 公共软件服务]"
25643,V215.6,工程和技术研究与试验发展
25644,V211.74,工程和技术研究与试验发展
25645,V231.22,航空航天器制造
25646,"[TH715.1, V262]",航空航天器制造
25647,V215.21,工程和技术研究与试验发展
25648,V351.31,航空运输辅助活动
25649,"[V423.43, TP319, O43]","[公共软件服务, 工程和技术研究与试验发展]"
25650,V215.21,工程和技术研究与试验发展
25651,V261.34,电子和电工机械专用设备制造
25652,V211.751,"[航空航天器制造, 工程和技术研究与试验发展]"
25653,V351.32,航空运输辅助活动
25654,"[TH134, TH110, V463.510.1]",轴承、齿轮、传动和驱动部件的制造
25655,"[V674.704, V259]",涂料、油墨、颜料及类似产品制造
25656,"[TB332, TP277, V257.13]",通用仪器仪表制造
25657,V233.6,航空航天器制造
25658,"[F562.6, V31]","[航空运输业, 航空运输辅助活动]"
25659,"[TG659, V261.2]",金属加工机械制造
25660,"[V261.28, V260.6]",金属加工机械制造
25661,V211.74,"[航空航天器制造, 公共软件服务]"
25662,V222,航空航天器制造
25663,V250.1,航空航天器制造
25664,V211.752,工程和技术研究与试验发展
25665,V263.47,电子和电工机械专用设备制造
25666,V351.31,航空运输辅助活动
25667,V231.22,航空航天器制造
25668,V423.84,航空航天器制造
25669,"[V233.1, V216.7]",航空航天器制造
25670,V241.62,电子和电工机械专用设备制造
25671,"[V447.3, V474.26]",航空航天器制造
25672,"[V423.9, TP242.6, TP391.9]","[其他电子设备制造, 航空航天器制造]"
25673,V211.74,工程和技术研究与试验发展
25674,V228,航空航天器制造
25675,"[V267.4, V226.6]",航空航天器制造
25676,V243,电子和电工机械专用设备制造
25677,V252,应用技术
25678,V279.3,航空航天器制造
25679,V26-62,航空航天器制造
25680,"[V252, TG146.23]",有色金属合金制造
25681,V241.7,电子和电工机械专用设备制造
25682,V271.4,航空航天器制造
25683,V231.2,航空航天器制造
25684,V263.14,电子和电工机械专用设备制造
25685,V248,电子和电工机械专用设备制造
25686,V315.34,航空运输辅助活动
25687,"[TP315, V1]",公共软件服务
25688,V214.6,工程和技术研究与试验发展
25689,V556.6,航空航天器制造
25690,"[V-42, TP319]",其他软件服务
25691,V215.6,工程和技术研究与试验发展
25692,V262.36,航空航天器制造
25693,V226,航空航天器制造
25694,V243,电子和电工机械专用设备制造
